Station ID,Year,Month,Day,Weekday,Season,Holiday,Daily Weather,Daily Weather (Past),Humidity,Humidity (Past),Windspeed,Windspeed (Past),Apparent Temperature (Avg),Apparent Temperature (Avg) (Past),Rented Bikes,Rented Bikes (Future)
835,2019,1,7,1,Winter,False,partly-cloudy-day,partly-cloudy-day,0.82,0.8,10.25,5.73,44.795,44.795,28,31
835,2019,1,8,2,Winter,False,cloudy,partly-cloudy-day,0.7,0.82,11.33,10.25,37.125,44.795,31,29
835,2019,1,9,3,Winter,False,partly-cloudy-day,cloudy,0.78,0.7,9.19,11.33,32.105,37.125,29,28
835,2019,1,10,4,Winter,False,partly-cloudy-day,partly-cloudy-day,0.87,0.78,5.41,9.19,37.645,32.105,28,25
835,2019,1,11,5,Winter,False,partly-cloudy-day,partly-cloudy-day,0.83,0.87,5.85,5.41,42.61,37.645,25,3
835,2019,1,12,6,Winter,False,partly-cloudy-day,partly-cloudy-day,0.78,0.83,11.78,5.85,46.605,42.61,3,3
835,2019,1,13,7,Winter,False,cloudy,partly-cloudy-day,0.75,0.78,15.29,11.78,46.38,46.605,3,27
835,2019,1,14,1,Winter,False,partly-cloudy-day,cloudy,0.69,0.75,10.44,15.29,37.795,46.38,27,27
835,2019,1,15,2,Winter,False,partly-cloudy-day,partly-cloudy-day,0.81,0.69,9.48,10.44,43.05,37.795,27,24
835,2019,1,16,3,Winter,False,partly-cloudy-day,partly-cloudy-day,0.89,0.81,10.37,9.48,37.71,43.05,24,18
835,2019,1,17,4,Winter,False,cloudy,partly-cloudy-day,0.76,0.89,8.71,10.37,30.33,37.71,18,25
835,2019,1,18,5,Winter,False,cloudy,cloudy,0.75,0.76,6.06,8.71,34.285,30.33,25,3
835,2019,1,19,6,Winter,False,partly-cloudy-day,cloudy,0.81,0.75,8.63,6.06,32.37,34.285,3,1
835,2019,1,20,7,Winter,False,cloudy,partly-cloudy-day,0.81,0.81,3.56,8.63,33.035,32.37,1,25
835,2019,1,21,1,Winter,False,partly-cloudy-day,cloudy,0.85,0.81,4.43,3.56,32.83,33.035,25,25
835,2019,1,22,2,Winter,False,cloudy,partly-cloudy-day,0.86,0.85,6.18,4.43,32.15,32.83,25,29
835,2019,1,23,3,Winter,False,partly-cloudy-day,cloudy,0.87,0.86,6.73,6.18,28.34,32.15,29,20
835,2019,1,24,4,Winter,False,partly-cloudy-day,partly-cloudy-day,0.9,0.87,3.08,6.73,37.03,28.34,20,16
835,2019,1,25,5,Winter,False,fog,partly-cloudy-day,0.9,0.9,6.93,3.08,46.32,37.03,16,5
835,2019,1,26,6,Winter,False,partly-cloudy-day,fog,0.85,0.9,12.79,6.93,40.02,46.32,5,2
835,2019,1,27,7,Winter,False,wind,partly-cloudy-day,0.75,0.85,15.54,12.79,31.05,40.02,2,28
835,2019,1,28,1,Winter,False,cloudy,wind,0.66,0.75,10.18,15.54,28.715,31.05,28,31
835,2019,1,29,2,Winter,False,partly-cloudy-day,cloudy,0.82,0.66,3.8,10.18,30.835,28.715,31,32
835,2019,1,30,3,Winter,False,partly-cloudy-day,partly-cloudy-day,0.83,0.82,5.6,3.8,28.595,30.835,32,18
835,2019,1,31,4,Winter,False,cloudy,partly-cloudy-day,0.86,0.83,7.25,5.6,27.07,28.595,18,13
835,2019,2,32,5,Winter,False,partly-cloudy-day,cloudy,0.91,0.86,11.48,7.25,27.555,27.07,13,5
835,2019,2,33,6,Winter,False,partly-cloudy-day,partly-cloudy-day,0.8,0.91,10.45,11.48,27.795,27.555,5,4
835,2019,2,34,7,Winter,False,cloudy,partly-cloudy-day,0.76,0.8,5.48,10.45,35.43,27.795,4,27
835,2019,2,35,1,Winter,False,fog,cloudy,0.9,0.76,10.48,5.48,42.53,35.43,27,27
835,2019,2,36,2,Winter,False,fog,fog,0.95,0.9,7.44,10.48,40.115,42.53,27,31
835,2019,2,37,3,Winter,False,wind,fog,0.9,0.95,6.55,7.44,43.54,40.115,31,28
835,2019,2,38,4,Winter,False,wind,wind,0.73,0.9,16.91,6.55,40.925,43.54,28,12
835,2019,2,39,5,Winter,False,wind,wind,0.87,0.73,17.53,16.91,44.025,40.925,12,5
835,2019,2,40,6,Winter,False,wind,wind,0.71,0.87,17.96,17.53,44.52,44.025,5,3
835,2019,2,41,7,Winter,False,partly-cloudy-day,wind,0.85,0.71,8.71,17.96,35.765,44.52,3,25
835,2019,2,42,1,Winter,False,cloudy,partly-cloudy-day,0.76,0.85,4.35,8.71,37.98,35.765,25,30
835,2019,2,43,2,Winter,False,partly-cloudy-day,cloudy,0.82,0.76,7,4.35,45.56,37.98,30,17
835,2019,2,44,3,Winter,False,partly-cloudy-day,partly-cloudy-day,0.85,0.82,7.66,7,43.365,45.56,17,29
835,2019,2,45,4,Winter,False,cloudy,partly-cloudy-day,0.8,0.85,3.86,7.66,43.575,43.365,29,31
835,2019,2,46,5,Winter,False,cloudy,cloudy,0.77,0.8,4.16,3.86,46.365,43.575,31,4
835,2019,2,47,6,Winter,False,partly-cloudy-day,cloudy,0.91,0.77,6.34,4.16,45.18,46.365,4,6
835,2019,2,48,7,Winter,False,cloudy,partly-cloudy-day,0.84,0.91,7.46,6.34,50.45,45.18,6,25
835,2019,2,49,1,Winter,False,partly-cloudy-day,cloudy,0.88,0.84,7.84,7.46,39.64,50.45,25,29
835,2019,2,50,2,Winter,False,cloudy,partly-cloudy-day,0.8,0.88,9.06,7.84,46.045,39.64,29,28
835,2019,2,51,3,Winter,False,partly-cloudy-day,cloudy,0.8,0.8,10,9.06,48.36,46.045,28,27
835,2019,2,52,4,Winter,False,fog,partly-cloudy-day,0.82,0.8,7.69,10,49.325,48.36,27,22
835,2019,2,53,5,Winter,False,fog,fog,0.89,0.82,2.96,7.69,49.07,49.325,22,4
835,2019,2,54,6,Winter,False,fog,fog,0.83,0.89,4.83,2.96,48.12,49.07,4,5
835,2019,2,55,7,Winter,False,partly-cloudy-day,fog,0.73,0.83,3.2,4.83,48.74,48.12,5,30
835,2019,2,56,1,Winter,False,partly-cloudy-day,partly-cloudy-day,0.6,0.73,3.64,3.2,50.815,48.74,30,28
835,2019,2,57,2,Winter,False,clear-day,partly-cloudy-day,0.62,0.6,3.29,3.64,51.765,50.815,28,28
835,2019,2,58,3,Winter,False,clear-day,clear-day,0.71,0.62,2.76,3.29,52.64,51.765,28,25
835,2019,2,59,4,Winter,False,fog,clear-day,0.87,0.71,8.12,2.76,49.215,52.64,25,21
835,2019,3,60,5,Spring,False,partly-cloudy-day,fog,0.82,0.87,4.88,8.12,47.51,49.215,21,6
835,2019,3,61,6,Spring,False,wind,partly-cloudy-day,0.84,0.82,10.17,4.88,51.345,47.51,6,3
835,2019,3,62,7,Spring,False,wind,wind,0.84,0.84,16.54,10.17,43.045,51.345,3,29
835,2019,3,63,1,Spring,False,partly-cloudy-day,wind,0.76,0.84,14.23,16.54,41.135,43.045,29,30
835,2019,3,64,2,Spring,False,cloudy,partly-cloudy-day,0.76,0.76,10.29,14.23,47.92,41.135,30,24
835,2019,3,65,3,Spring,False,partly-cloudy-day,cloudy,0.85,0.76,14.22,10.29,44.875,47.92,24,26
835,2019,3,66,4,Spring,False,wind,partly-cloudy-day,0.73,0.85,17.86,14.22,43.76,44.875,26,16
835,2019,3,67,5,Spring,False,cloudy,wind,0.8,0.73,10.03,17.86,42.645,43.76,16,4
835,2019,3,68,6,Spring,False,wind,cloudy,0.71,0.8,14.65,10.03,46.14,42.645,4,4
835,2019,3,69,7,Spring,False,wind,wind,0.74,0.71,13.12,14.65,39.315,46.14,4,34
835,2019,3,70,1,Spring,False,wind,wind,0.61,0.74,13.51,13.12,44.65,39.315,34,15
835,2019,3,71,2,Spring,False,wind,wind,0.84,0.61,15.8,13.51,37.8,44.65,15,34
835,2019,3,72,3,Spring,False,wind,wind,0.64,0.84,19.48,15.8,45.13,37.8,34,28
835,2019,3,73,4,Spring,False,wind,wind,0.71,0.64,16.31,19.48,50.685,45.13,28,17
835,2019,3,74,5,Spring,False,wind,wind,0.8,0.71,19.56,16.31,54.26,50.685,17,5
835,2019,3,75,6,Spring,False,wind,wind,0.8,0.8,20.5,19.56,42.86,54.26,5,4
835,2019,3,76,7,Spring,False,partly-cloudy-day,wind,0.74,0.8,13.56,20.5,38.345,42.86,4,33
835,2019,3,77,1,Spring,False,cloudy,partly-cloudy-day,0.73,0.74,7.53,13.56,43.78,38.345,33,28
